"","time","Ta_min (Deg C)","Ta_max (Deg C)","Ta_mean (Deg C)","Ta_daytime_mean (Deg C)","Ta_nighttime_mean(Deg C)","P_F","SW_IN_POT","SW_IN_F","SW_IN_F_QC","CLOUD","VPD_F","SWC_F_MDS_1","H_F_MDS","H_CORR","LE_F_MDS","
              LE_CORR","EF","NEE_VUT_REF","NEE_VUT_REF_QC","NEE_VUT_25","NEE_VUT_50","NEE_VUT_75","RECO_NT_VUT_REF","RECO_NT_VUT_25","RECO_NT_VUT_50","RECO_NT_VUT_75","GPP_NT_VUT_REF","GPP_NT_VUT_25","GPP_NT_VUT_50","GPP_NT_VUT_75","GPP_DT_VUT_REF","GPP_DT_VUT_25","GPP_DT_VUT_50","GPP_DT_VUT_75"
"79",1992257,9.3,29.4,19.36597,22.17049,16.70799,0.575,338.5437,202.939,0.9895834,0.5989411,3.940625,0,22.66236,NA,67.33471,NA,0.5,-3.606105,0.8802084,-3.623569,-3.568507,-3.455765,4.042686,3.963308,4.005598,4.084421,7.524734,7.428776,7.570029,7.657281,7.704929,6.804356,7.500447,7.721909
"80",1992265,2.6,26,13.91741,16.22002,11.42264,4.2,315.0771,97.36275,0.90625,0.3074078,1.961125,0,14.29315,NA,40.98993,NA,0.5,-0.7998941,0.9322917,-0.8066564,-0.7931786,-0.7296996,3.295485,3.291464,3.376329,3.486614,4.090021,4.052507,4.150259,4.26189,2.808629,2.732639,2.817623,2.910388
"81",1992273,-1.6,24.3,9.278057,11.94528,6.370279,0,291.2519,178.362,0.9791667,0.6136959,3.619125,0,32.92222,NA,47.26111,NA,0.5,-0.2037232,0.96875,-0.2520362,-0.2093452,-0.1208331,2.78984,2.777964,2.858748,2.981876,2.95487,2.920949,3.044073,3.192904,3.203895,2.56232,2.694857,3.001333
"82",1992281,5.2,21.3,13.69004,15.90308,11.60127,4.1625,267.5163,122.0154,0.9739584,0.4541982,3.40775,0,14.72515,NA,28.17317,NA,0.5,1.023339,0.9375,0.8777455,1.018466,1.092431,3.600896,3.570161,3.616095,3.661259,2.571386,2.52489,2.588046,2.747216,1.990747,1.814355,2.04632,2.279505
"83",1992289,0.5,18,7.051823,8.769661,5.575911,1.7125,244.3664,88.71337,0.9166667,0.3642626,1.68475,0,14.4949,NA,18.14921,NA,0.5,1.66846,0.8854167,1.573682,1.661812,1.844306,2.351249,2.333301,2.369795,2.590762,0.7483464,0.6517489,0.7574765,0.8295682,0.8984979,0.702686,0.905763,1.009881
"84",1992297,0.3,14.7,7.073203,8.987414,5.092852,2.825,222.334,97.40712,0.9895834,0.4374854,2.098125,0,24.66729,NA,16.14281,NA,0.5,2.085548,0.9791666,2.02435,2.089261,2.158256,2.661627,2.634434,2.684046,2.764365,0.6157263,0.55211,0.595968,0.6441887,0.7715015,0.5008594,0.7735265,0.9577321
"85",1992305,-3,12.3,3.797901,5.277763,2.342701,4.1625,201.9629,64.691,0.9895834,0.3210526,1.169875,0,13.24775,NA,12.26259,NA,0.5,1.546527,0.9687499,1.455519,1.542348,1.645255,2.038309,1.993673,2.108705,2.264969,0.5274274,0.4801271,0.5596865,0.6520375,0.5569414,0.5203529,0.5473337,0.5889047
"86",1992313,-5.7,14.121,2.885859,6.457117,0.7236172,4.0625,183.781,83.52938,0.7552085,0.4516238,1.810875,0,-1.13605,NA,1.762483,NA,0.5,1.573703,0.7500001,1.565645,1.589324,1.663185,1.555374,1.555374,1.58783,1.722286,-0.04707332,-0.04090911,-0.007743713,0.04324881,0.0500151,0.04292619,0.04769294,0.1684625
"87",1992321,-0.5,17.6,8.626057,10.1969,6.224716,4.7,168.2682,56.91075,0.6875003,0.3368938,1.253125,0,-15.21763,NA,-4.934612,NA,0.5,2.133305,0.6770835,2.127831,2.133305,2.162363,2.319278,2.284729,2.330151,2.392047,0.1958834,0.1399853,0.1893297,0.2430754,0.04647286,0.04658519,0.0482768,0.08030482
"88",1992329,0.8,13.5,4.97363,6.523753,3.910253,3.8,155.8332,44.29875,0.9479166,0.2855377,0.837125,0,1.128986,NA,16.37357,NA,0.5,2.02313,0.9374999,2.001843,2.017323,2.033296,2.167873,2.150292,2.176757,2.193066,0.1660324,0.1294574,0.1592736,0.1797062,0.0661043,0.0681875,0.07197815,0.1999543
"89",1992337,-10.491,7.03,-1.095703,0.3606484,-3.257477,1.6,146.7937,63.44987,0.8541666,0.4336484,1.206375,0,-3.093324,NA,11.50787,NA,0.5,1.419758,0.8281249,1.356195,1.385561,1.42581,1.421614,1.419989,1.429,1.44723,0.05098595,0.01050389,0.04910551,0.07255357,0.1267187,0.1282633,0.1324127,0.4058474
"90",1992345,-8.3,8.1,0.3342448,1.770685,-0.9516276,4.575,141.3756,46.35925,0.9583334,0.3284298,0.29425,0,-23.30338,NA,8.419975,NA,0.5,1.302714,0.953125,1.19912,1.293619,1.317153,1.357954,1.340886,1.363137,1.37578,0.1646554,0.04547471,0.07310336,0.1430537,0.02206305,0.01018004,0.01132019,0.05811099
"91",1992353,-8.4,6.73,-0.5005156,1.156242,-2.825258,2.5,139.7153,52.48662,0.9583333,0.3755813,1.244875,0,-6.290666,NA,11.73195,NA,0.5,3.200409,0.9166666,3.137303,3.200409,3.257276,1.828375,1.817276,1.848611,1.878879,-1.311821,-1.406273,-1.36157,-1.304892,0,0,0,0
"92",1992361,-8.7,6.525,-1.213417,0.2339583,-2.587792,3.133333,141.3205,44.2935,0.9722223,0.3142932,1.3025,0,-2.095477,NA,13.83912,NA,0.5,4.501898,0.9722223,4.353507,4.501898,4.622057,3.082868,3.019265,3.061952,3.097077,-1.255975,-1.600195,-1.450055,-1.278747,0,0,0,0
"93",1993001,-9.8,12.5,-0.2295938,1.676203,-2.808484,2.325,145.1419,64.82175,0.9270834,0.4467398,1.32275,0,-3.044066,NA,10.82092,NA,0.5,3.552264,0.9062499,3.468066,3.552264,3.613025,1.766309,1.692789,1.743115,1.837131,-1.66587,-1.83318,-1.768957,-1.673321,0.002415282,0,0,0.01815022
"94",1993009,-9.9,1.438,-5.207401,-3.499013,-6.569013,2.6625,153.401,44.2315,0.8489583,0.2894443,0.95675,0,9.541089,NA,3.341335,NA,0.5,1.946025,0.8177083,1.452924,1.946025,2.396281,1.245265,1.123485,1.569548,1.597607,-0.2433634,-0.9110951,-0.5407581,-0.1889299,0,0,0,0.007023294
"95",1993017,-10.446,5.1,-3.201516,-1.453133,-5.018133,1.5625,165.2229,78.061,0.8958333,0.4738038,1.0785,0,5.5942,NA,5.017845,NA,0.5,2.720465,0.8697916,2.593311,2.720737,2.953797,2.33047,2.258124,2.51806,2.641223,-0.3715896,-0.5844541,-0.2854375,-0.1448325,0.1702445,0.1639199,0.1658331,0.1714326
"96",1993025,-9.8,4.928,-4.389224,-2.311862,-6.338362,1.7375,180.3365,97.86463,0.9479167,0.5444088,1.634,0,35.44195,NA,13.5135,NA,0.5,4.634214,0.9427084,4.545584,4.634214,5.110215,2.324098,2.240179,2.387001,2.600551,-2.308748,-2.564783,-2.294587,-2.176792,0,0,0,0
"97",1993033,-9.8,7.288,-2.857708,-0.2005417,-5.268479,0,198.3676,88.428,0.7968751,0.4469992,1.6805,0,38.77184,NA,11.9749,NA,0.5,5.154414,0.7760417,5.024992,5.154414,5.402333,2.520741,2.465378,2.514471,2.617921,-2.563032,-2.823117,-2.628088,-2.558591,0,0,0,0
"98",1993041,-10,4.058,-3.240198,-1.118661,-5.276349,5.6125,218.8469,75.06225,0.9635417,0.3421685,0.87825,0,12.52348,NA,4.692227,NA,0.5,1.578081,0.9114584,1.553395,1.58554,1.627984,1.786621,1.74757,1.778738,1.842274,0.1597592,0.1445887,0.1978375,0.2469284,0.04619453,0.01226272,0.0260963,0.04214401
"99",1993049,-9.9,1.998,-5.1415,-3.27325,-6.549,2.225,241.2334,127.9646,0.8333334,0.5306167,1.18275,0,39.8089,NA,9.335649,NA,0.5,2.027715,0.8333334,1.90017,2.011366,2.144127,2.707995,2.656435,2.834173,2.947988,0.7487133,0.7155967,0.7962445,0.8761928,0.3010817,0.2424665,0.3047361,0.3412022
"100",1993057,-9.9,4.5,-3.470661,-1.918956,-5.297831,0.6375,264.9459,128.9814,0.9791667,0.4903734,1.817875,0,22.04339,NA,7.463009,NA,0.5,2.466096,0.9739584,2.256639,2.466096,2.609031,1.92828,1.824324,2.157551,2.289966,-0.3990396,-0.4363842,-0.3066704,-0.2288885,0,0,0,0
"101",1993065,-9.6,9.054,-1.12788,1.391872,-2.875503,3.525,289.3965,119.0495,0.8854167,0.4131149,1.6125,0,2.700665,NA,6.413226,NA,0.5,2.051502,0.6822916,1.923879,2.075452,2.156108,1.423143,1.183859,1.261723,1.390173,-0.5458599,-0.9290676,-0.7877338,-0.6013259,0.09023384,0,0.020151,0.1616513
"102",1993073,-9.7,5.4,-1.993974,0.3163255,-4.745549,9.75,314.0216,157.3551,0.890625,0.5023134,1.514,0,19.26854,NA,7.586144,NA,0.5,1.047962,0.8437497,1.035176,1.081174,1.127769,0.9025629,0.565335,0.6424041,0.8484431,-0.1930673,-0.5135796,-0.442481,-0.2703651,0.1205567,0,0.02705536,0.1437687
"103",1993081,-3.9,18.5,5.491146,7.55526,3.740635,4.7375,338.3018,147.8814,0.9270834,0.4388617,2.52975,0,28.03493,NA,7.424705,NA,0.5,1.378876,0.9010417,1.330124,1.35824,1.409931,1.367163,1.330306,1.366839,1.380694,0.006617062,-0.0294777,0.004773912,0.0371221,0.1012687,0.101116,0.1200842,0.1538745
"104",1993089,-2.269,13.2,4.661776,6.563826,2.337763,3.5375,361.7756,188.4655,0.7708335,0.5185148,2.87625,0,29.35471,NA,11.73814,NA,0.5,0.7129771,0.6666667,0.6089136,0.6970734,0.7577319,1.09786,1.057815,1.094111,1.118762,0.3373539,0.3190945,0.3698665,0.4842469,1.023413,0.7832421,1.035031,1.28601
"105",1993097,-0.3,16.287,6.96801,9.48063,4.877755,2.65,384.0434,146.5768,0.9583334,0.3834139,2.9475,0,28.84717,NA,12.7611,NA,0.5,0.5095225,0.90625,0.4932891,0.5128725,0.5304194,1.206352,1.140349,1.208516,1.277051,0.7416946,0.6297076,0.6927144,0.7486756,0.1861675,0.175275,0.2238004,0.2372479
"106",1993105,3.95,20.982,8.240745,11.39156,6.868185,3.7125,404.7644,147.0194,0.953125,0.3625341,2.18775,0,36.23527,NA,15.52404,NA,0.5,1.066234,0.953125,1.036958,1.055727,1.068043,1.951446,1.939231,1.950399,1.962425,0.8782666,0.8750595,0.889609,0.9152466,0.1911655,0.1992477,0.2258687,0.272045
"107",1993113,2.8,18.1,9.959594,13.24911,7.837172,3.8375,423.6505,218.2864,0.9739584,0.5142567,6.91575,0,66.83661,NA,34.29086,NA,0.5,1.358128,0.9270834,1.352672,1.358128,1.358128,3.020264,3.005424,3.021649,3.033668,1.653946,1.647107,1.660742,1.680306,3.345045,1.893969,2.061981,2.895327
"108",1993121,7.126,20.8,13.07998,15.21805,10.92774,0.7375,440.4589,197.9655,0.7239584,0.4483524,3.312375,0,106.1192,NA,44.59481,NA,0.5,2.177637,0.7031251,2.204304,2.231446,2.277697,4.590136,4.316411,4.50643,4.582104,2.320925,2.068129,2.240036,2.352784,2.170091,1.897294,2.182846,2.404231
"109",1993129,8.3,23.1,13.73074,16.79781,11.78199,0.325,454.9848,255.0184,0.9479167,0.5609839,5.057,0,84.09554,NA,48.94821,NA,0.5,0.5804058,0.9114583,0.5715318,0.6519848,0.815933,5.703773,3.742206,5.055481,5.494734,4.716233,3.037301,4.430134,4.818414,4.333348,4.245719,4.47893,4.666301
"110",1993137,6.1,18.7,11.49156,13.49709,9.752031,1.9125,467.0562,187.5532,0.9270834,0.4013773,3.55275,0,50.02265,NA,42.22634,NA,0.5,-1.136444,0.9166665,-1.331213,-1.174153,-1.054486,3.636519,3.358637,3.613249,3.75969,4.75483,4.547354,4.762304,4.939524,5.392636,5.011141,5.35519,5.860221
"111",1993145,7.4,24.8,12.89417,14.93827,11.16965,4.1625,476.5296,194.8944,0.7812499,0.4093996,3.720375,0,51.13055,NA,59.899,NA,0.5,-2.956583,0.8072915,-3.043782,-2.937084,-2.794066,5.386795,5.338661,5.488923,5.71654,8.460365,8.231121,8.436571,8.612345,6.839019,6.006172,6.565507,6.747838
"112",1993153,6.1,23,13.39818,15.67409,11.17409,4.325,483.2923,228.6909,0.9791667,0.4733904,4.522125,0,51.06577,NA,64.52107,NA,0.5,-3.896554,0.9635417,-4.084426,-3.923618,-3.760432,4.424625,4.27883,4.420551,4.514527,8.520444,8.092216,8.341509,8.526065,9.041998,8.863324,9.032586,9.290459
"113",1993161,11.1,26.4,17.97274,20.26137,15.64887,0.35,487.2625,296.6295,0.9895834,0.6087131,5.533625,0,55.86823,NA,96.1588,NA,0.5,-5.837872,0.9583333,-5.898582,-5.848999,-5.791353,5.185936,4.909521,5.026869,5.127984,10.94426,10.76848,10.89991,10.96229,11.71783,11.48395,11.84089,12.26137
"114",1993169,11.4,28,18.93496,21.16748,16.84248,1.4,488.3972,239.9194,0.9791667,0.4912789,6.2775,0,30.3178,NA,84.65715,NA,0.5,-4.165152,0.9427083,-4.256206,-4.19231,-3.98907,5.733335,5.626201,5.806274,6.088394,9.898132,9.851549,9.975195,10.13808,10.50732,10.46921,10.61197,10.79531
"115",1993177,11.5,27.4,18.88674,20.96837,16.95593,1.525,486.6934,254.8889,0.9791667,0.5235509,5.20225,0,31.32033,NA,80.45614,NA,0.5,-6.311623,0.9427083,-6.547166,-6.242265,-5.902541,4.05247,4.009649,4.105981,4.2788,10.51324,10.07074,10.35542,10.62099,10.84761,10.55173,10.80498,11.08586
"116",1993185,11.046,30.3,20.53918,22.61834,18.03853,8.6375,482.1923,245.8357,0.7239583,0.5093478,5.8935,0,28.70403,NA,109.9922,NA,0.5,-6.189531,0.7031249,-6.750371,-6.234051,-6.12877,4.556746,3.77463,4.48966,4.608175,10.09328,10.14456,10.66558,11.14996,10.73637,10.60099,11.32629,11.63677
"117",1993193,9.845,24.9,18.45266,20.20408,15.74589,0,474.9742,224.5648,0.7604166,0.4728338,6.743375,0,16.81518,NA,123.1118,NA,0.5,-6.060632,0.7083333,-6.13167,-6.036076,-5.83443,4.585196,3.859871,4.46068,4.772816,9.940279,10.03667,10.4536,10.63292,11.22404,11.32067,11.57189,11.85959
"118",1993201,12.8,23.7,17.72991,19.7212,15.75245,3.2375,465.1559,210.7234,0.9687501,0.452355,6.514625,0,10.26645,NA,85.92856,NA,0.5,-5.191637,0.9687501,-5.297544,-5.092407,-4.665087,4.412265,4.476586,4.634724,4.899189,9.783674,9.548064,9.674255,9.832266,9.810195,9.943609,10.12136,10.70018
"119",1993209,8.19,26.5,18.66182,20.57504,15.96322,10.5625,452.8802,240.6378,0.6510415,0.5314568,4.85425,0,21.28067,NA,80.38095,NA,0.5,-6.128188,0.6510415,-5.904654,-5.72038,-4.822809,3.195978,3.205706,3.637009,3.954951,9.015665,8.598071,9.145101,9.461248,13.78559,12.20109,13.72585,15.00963
"120",1993217,9.063,22.533,15.09412,16.61463,13.05775,4.3125,438.3155,204.6541,0.9010417,0.4661861,3.982875,0,21.1383,NA,76.181,NA,0.5,-5.665413,0.6927084,-5.978055,-5.332279,-4.41146,2.994946,2.995699,3.349974,3.515153,8.486173,7.808645,8.533447,9.053515,11.7572,10.47488,12.3494,14.1282
"121",1993225,9.266,22.6,16.95173,18.66768,15.15362,4.875,421.6494,188.4359,0.9583334,0.4465585,4.250875,0,25.75603,NA,93.5831,NA,0.5,-4.559321,0.2864583,-5.144799,-4.772534,-4.43042,3.389512,3.436419,3.685553,3.832581,8.278693,7.940131,8.420753,8.845617,9.168175,9.168421,10.85168,11.91769
"122",1993233,8.659,24.2,19.32518,21.15247,17.43897,0.725,403.0905,240.8716,0.8854167,0.5974446,4.41275,0,28.18805,NA,130.6743,NA,0.5,-6.372564,0.4791668,-6.437289,-6.340992,-6.234644,3.867484,3.966246,4.078974,4.17251,10.24024,10.24934,10.42062,10.5528,9.722291,10.23052,12.01238,13.65031
"123",1993241,11.435,22.082,17.89761,19.59162,16.50043,3.15,382.8723,188.7941,0.9375,0.492248,5.284125,0,21.82693,NA,96.52648,NA,0.5,-5.23371,0.90625,-5.286624,-5.20996,-5.019952,3.867048,3.984525,4.032675,4.0903,9.033536,8.990481,9.247972,9.344945,9.801269,9.805824,10.20978,10.56315
"124",1993249,7.352,20.73,14.77512,17.09556,11.92375,2.6125,361.2568,163.4233,0.6614584,0.4530666,4.918375,0,9.913935,NA,75.52242,NA,0.5,-2.986708,0.6510416,-3.253747,-2.942293,-2.458924,3.485952,3.587172,3.636751,3.665217,6.097873,5.990616,6.567003,6.897806,10.10462,9.601911,9.993286,10.12594
"125",1993257,7.221,21.424,13.82347,16.41092,11.09617,2.4625,338.5437,121.9425,0.90625,0.3591419,4.4965,0,8.869069,NA,56.77835,NA,0.5,-2.078215,0.9010416,-2.1607,-2.083156,-2.003403,3.36369,3.441288,3.50253,3.53831,5.56801,5.46356,5.576117,5.650731,6.351476,6.322979,6.470618,6.646966
"126",1993265,3.735,19.311,10.16819,12.58635,7.966034,8.8125,315.0771,105.1154,0.8333333,0.3335156,3.42775,0,12.14229,NA,55.04414,NA,0.5,-0.3975951,0.8541666,-0.848533,-0.4285648,-0.3542222,2.897834,2.899171,2.977018,3.093734,3.381245,3.308217,3.41352,3.86226,4.935112,5.003409,5.14808,5.56372
"127",1993273,-0.294,18.952,8.48951,10.56888,6.49388,2.1,291.2519,167.2075,0.8697916,0.5750394,3.17925,0,36.05425,NA,86.71792,NA,0.5,-1.736107,0.8697916,-1.7173,-1.681625,-1.586353,2.69223,2.676965,2.751745,2.894252,4.447749,4.303494,4.43435,4.589046,4.79864,4.797925,4.949675,5.143338
"128",1993281,0.081,14.263,6.232391,8.835695,3.985883,3.7625,267.5163,130.5753,0.984375,0.4871011,3.133,0,33.76144,NA,66.49868,NA,0.5,0.9561034,0.9791666,0.8495795,0.9467233,1.037354,2.412641,2.367306,2.441421,2.623947,1.497453,1.374657,1.516898,1.666796,2.858854,2.023653,2.825277,2.935216
"129",1993289,2.563,13.585,6.810156,8.641766,5.346453,3.3625,244.3664,107.5494,0.9739584,0.4414809,2.850125,0,27.25048,NA,52.2394,NA,0.5,1.974704,0.96875,1.922295,1.971232,2.057443,2.477524,2.435059,2.510625,2.68949,0.5768458,0.45792,0.5749969,0.7150989,1.386196,1.22436,1.314488,1.375125
"130",1993297,-1.491,15.092,5.141448,7.766474,3.360911,3.425,222.334,89.22588,0.96875,0.3970585,3.0655,0,16.39805,NA,46.7885,NA,0.5,1.565664,0.9635416,1.493883,1.575879,1.664506,2.285595,2.234151,2.308278,2.498085,0.81149,0.6669055,0.822672,0.9070588,0.7976884,0.3936935,0.6024088,0.7186423
"131",1993305,-2.552,11.091,3.400349,4.740362,2.376862,3.4375,201.9629,84.60688,0.9895834,0.4218497,2.193125,0,17.9172,NA,40.42461,NA,0.5,2.62675,0.984375,2.570958,2.624979,2.65051,2.072734,2.010642,2.082103,2.290952,-0.5020377,-0.6006736,-0.5003561,-0.3367263,0.8908696,0.3390334,0.5735847,0.7787373
"132",1993313,1.452,10.017,6.070615,6.93937,5.331745,0.95,183.7809,86.15887,0.9791667,0.468387,2.35025,0,16.67056,NA,46.83694,NA,0.5,2.728781,0.9739584,2.585915,2.728751,2.779317,2.385704,2.337066,2.410049,2.60081,-0.1652837,-0.3402515,-0.2103434,-0.1121992,0.1109312,0.1680141,0.1944863,0.418175
"133",1993321,-7.581,9.881,1.618891,3.51557,-0.04292969,5.025,168.2682,48.7675,0.7708335,0.2904061,2.407625,0,10.48154,NA,80.0899,NA,0.5,2.118168,0.8125001,2.069303,2.115403,2.163764,1.874248,1.800367,1.874593,2.091419,-0.2188754,-0.2834155,-0.2044964,-0.04292677,0.179203,0.1982599,0.2358198,0.3100711
"134",1993329,-9.705,4.883,-0.7421927,0.7119036,-2.541409,5.2125,155.8332,68.504,0.953125,0.4382017,2.105875,0,4.266225,NA,90.04269,NA,0.5,1.856968,0.953125,1.759013,1.855676,1.936779,1.617303,1.53099,1.610279,1.83128,-0.1583204,-0.2906105,-0.174146,-0.06002786,0.2779037,0.2797981,0.3064834,0.3293016
"135",1993337,-7.444,3.362,-0.8785833,0.09733333,-2.219667,6.2,146.7937,46.87488,0.9791667,0.3197715,2.07725,0,-3.174457,NA,7.211369,NA,0.5,1.521024,0.9739584,1.482846,1.529512,1.552963,1.592135,1.50098,1.587106,1.808568,0.05127863,-0.00642035,0.0730847,0.2799037,0.1168566,0.1093764,0.1160423,0.126448
"136",1993345,-10.091,6.685,-2.011391,0.4118047,-4.01132,3.2,141.3756,62.399,0.7864583,0.442143,2.39025,0,-8.1079,NA,6.829524,NA,0.5,1.188978,0.8125,1.184149,1.190121,1.211479,1.484554,1.39132,1.477848,1.695132,0.2471365,0.1999103,0.2820217,0.5037875,0.03402299,0.03383061,0.0365124,0.04799665
"137",1993353,-6.087,7.765,0.5287135,2.848794,-1.412268,3.4,139.7153,51.53825,0.7968749,0.3689483,2.670625,0,-8.395032,NA,5.747409,NA,0.5,1.309454,0.8177083,1.24902,1.31825,1.359864,1.754386,1.675641,1.753456,1.970198,0.4587515,0.3917085,0.5296667,0.6507314,0.01989391,0.01747329,0.02948878,0.07790083
"138",1993361,-8.025,5.369,-0.050425,1.688287,-1.870613,0.96,141.0768,74.0444,0.9333334,0.524973,2.211,0,9.64588,NA,4.816742,NA,0.5,0.9442366,0.9666668,0.8530214,0.9348994,0.9821062,1.69422,1.61367,1.689354,1.908742,0.8287354,0.7620155,0.8346794,0.9565446,0.03586968,0.03181432,0.04538556,0.05564692
"139",1994001,-10.131,5.72,-1.176578,0.8182109,-3.100039,6.0625,145.1419,47.9545,0.9114584,0.3312333,2.34275,0,1.789917,NA,5.11949,NA,0.5,0.6864475,0.9114584,0.6652303,0.6890476,0.7883766,1.035288,0.961112,1.31229,1.38461,0.1364131,0.2748797,0.5127069,0.6081729,0,0,0,0
"140",1994009,-14.806,5.312,-4.556464,-1.649419,-7.366107,1.275,153.401,89.714,0.8333333,0.5852846,2.441375,0,10.15651,NA,6.883641,NA,0.5,1.163435,0.8333333,1.151815,1.163469,1.273249,0.8204315,0.7547686,1.055793,1.166407,-0.4771651,-0.4205237,-0.2103951,-0.1073923,0,0,0,0
"141",1994017,-10.881,5.781,-1.173797,1.041727,-3.552211,5.8375,165.2229,69.92862,0.9635417,0.4234123,2.59175,0,-11.54418,NA,5.193379,NA,0.5,0.959864,0.9635417,0.8974641,0.9600314,1.114868,1.037908,0.9636586,1.315719,1.385405,-0.06436611,-0.0393021,0.1076455,0.3006147,0,0,0,0.04004545
"142",1994025,-6.647,8.322,0.362776,2.407888,-1.358174,5.175,180.3365,80.21125,0.9583334,0.4433673,2.404875,0,5.849716,NA,5.8478,NA,0.5,1.067153,0.9583334,1.048828,1.06988,1.179188,1.142911,1.064532,1.402814,1.482106,-0.1251102,-0.03299746,0.2006843,0.3483235,0.001383005,0,0.001304869,0.1407855
"143",1994033,-8.2,5.811,-1.236938,0.5315312,-3.002906,2.025,198.3676,81.15337,0.9739584,0.4119461,2.290125,0,19.52275,NA,5.815936,NA,0.5,1.012745,0.9739584,0.9857716,1.01742,1.155145,1.029548,0.9544836,1.290444,1.376365,-0.1984184,-0.06871458,0.170398,0.2944385,0.001585553,0,0.00152014,0.03129406
"144",1994041,-11.72,2.821,-3.782286,-2.009518,-5.336018,1.8,218.8469,98.54675,0.8229166,0.4492346,2.15175,0,34.69733,NA,6.829881,NA,0.5,0.9668581,0.8229166,0.9245679,0.9717846,1.182048,0.8586502,0.7902894,1.095034,1.210425,-0.2583309,-0.1689433,-0.0786851,0.05814884,0,0,0,0.003342135
"145",1994049,-11.404,5.681,-3.230005,-1.096253,-5.18344,2.0375,241.2334,108.5881,0.9427084,0.4524186,2.350375,0,19.14432,NA,7.05062,NA,0.5,1.395538,0.9427084,1.302288,1.36806,1.449833,0.8986524,0.8290722,1.138195,1.247013,-0.6047771,-0.508105,-0.2839458,-0.1921314,0,0,0,0
"146",1994057,-4.784,6.591,0.4794323,2.286279,-1.052971,3.6875,264.9459,123.6224,0.6510416,0.4676018,1.87925,0,62.8665,NA,8.636925,NA,0.5,1.380796,0.6510416,1.315976,1.374507,1.466482,1.149658,1.071233,1.410516,1.486285,-0.3842143,-0.277544,-0.04591316,0.04946953,0.007838681,0,0.007838681,0.03038726
"147",1994065,-8,8.074,0.6428958,2.98026,-1.348552,8.1125,289.3965,133.5668,0.828125,0.4602879,1.9935,0,45.00963,NA,9.562232,NA,0.5,1.319314,0.8229166,1.186845,1.266453,1.352949,1.26264,1.162661,1.321166,1.37535,-0.09186129,-0.06758239,0.01005998,0.06794422,0.04282507,0.03191517,0.1019256,0.1612419
"148",1994073,-8.1,7.5,-0.9445313,1.058984,-2.697266,3.15,314.0216,160.9317,1,0.5091335,1.28625,0,61.4111,NA,13.56709,NA,0.5,1.443448,0.9791666,1.424916,1.484354,1.64869,1.244587,1.211428,1.356316,1.531176,-0.2268198,-0.281502,-0.1598579,-0.07492239,0.01690047,0.01690047,0.3661115,0.4342441
"149",1994081,-1.4,15.8,5.744682,8.266279,3.515029,4.85,338.3018,163.7561,0.7500001,0.4834377,3.235875,0,49.02338,NA,15.4137,NA,0.5,1.49478,0.6822917,1.372722,1.493214,1.57404,2.648368,2.52534,2.72226,2.895074,1.303759,0.9877075,1.26808,1.398027,0.491004,0.486107,0.6269076,0.6846346
"150",1994089,-0.152,13.476,6.246844,8.756859,4.229484,1.2125,361.7756,130.2788,0.6875001,0.3601384,2.440875,0,60.25218,NA,6.856245,NA,0.5,1.447936,0.9114584,1.394389,1.451415,1.540711,2.377136,2.292918,2.389788,2.510975,0.9872901,0.8176814,0.9706615,1.054226,0.5166975,0.4706315,0.5246234,0.76871
"151",1994097,-2.3,12.7,6.023177,7.905339,4.111589,5.5125,384.0434,144.8784,0.9895834,0.3780048,2.806625,0,42.57042,NA,20.76045,NA,0.5,1.592384,0.9583334,1.563691,1.61057,1.72279,2.390206,2.35792,2.426603,2.584338,0.758825,0.732017,0.810006,0.9044587,0.5532599,0.4810498,0.5596154,0.8279755
"152",1994105,-0.6,23.9,7.91199,10.34974,5.562245,3.575,404.7644,225.298,1,0.5554676,4.996875,0,100.8103,NA,44.45289,NA,0.5,1.832091,0.9479166,1.731268,1.83134,1.955663,2.943715,2.824974,3.007641,3.176705,1.023045,0.9059238,1.157452,1.394332,1.31478,1.14369,1.34245,1.748593
"153",1994113,0.5,23.6,10.01441,13.2697,7.400953,2.7,423.6505,207.9864,1,0.4910421,5.145375,0,89.96807,NA,33.65549,NA,0.5,2.044238,0.9791666,1.996897,2.064573,2.368152,3.72413,3.717135,3.876307,4.388133,1.763819,1.609136,1.794335,2.0963,1.373644,1.220988,1.360747,1.921267
"154",1994121,2.9,18,9.22787,11.50143,7.045185,6.9875,440.4589,185.7519,0.9895834,0.4224046,4.245,0,74.04075,NA,42.04295,NA,0.5,2.175654,0.9739583,2.12463,2.184949,2.394964,3.540875,3.453105,3.55134,3.731142,1.408847,1.252699,1.38739,1.494583,1.660915,1.52252,1.639421,1.925186
"155",1994129,2.3,22.1,10.71693,13.10221,8.233464,2.675,454.9848,241.085,1,0.530806,6.09975,0,108.1699,NA,45.33583,NA,0.5,2.461702,0.9791666,2.434025,2.486101,2.606966,4.179618,4.045312,4.159044,4.35678,1.641586,1.526661,1.644242,1.817653,2.178356,1.829174,2.081118,2.364781
